iso_time,t_rel_s,temp_c,setpoint_c,power_pct
2025-09-15T15:46:57,0.153,23.317,36.000,10.81
2025-09-15T15:46:58,1.149,23.317,36.000,21.61
2025-09-15T15:46:59,2.161,23.317,36.000,21.61
2025-09-15T15:47:00,3.153,23.317,36.000,21.61
2025-09-15T15:47:01,4.154,23.317,36.000,21.61
2025-09-15T15:47:02,5.152,23.317,36.000,21.61
2025-09-15T15:47:03,6.154,23.317,36.000,21.61
2025-09-15T15:47:04,7.154,23.317,36.000,21.61
2025-09-15T15:47:05,8.158,23.317,36.000,21.61
2025-09-15T15:47:06,9.155,23.317,36.000,21.61
2025-09-15T15:47:07,10.157,23.317,36.000,21.61
2025-09-15T15:47:08,11.156,23.317,36.000,21.61
2025-09-15T15:47:09,12.160,23.317,36.000,21.61
2025-09-15T15:47:10,13.168,23.317,36.000,21.61
2025-09-15T15:47:11,14.157,23.317,36.000,21.61
2025-09-15T15:47:12,15.158,23.317,36.000,21.61
2025-09-15T15:47:13,16.156,23.307,36.000,23.77
2025-09-15T15:47:14,17.162,23.307,36.000,23.77
2025-09-15T15:47:15,18.158,23.317,36.000,21.61
2025-09-15T15:47:16,19.160,23.307,36.000,23.77
2025-09-15T15:47:17,20.155,23.307,36.000,23.77
2025-09-15T15:47:18,21.156,23.307,36.000,23.77
2025-09-15T15:47:19,22.158,23.285,36.000,28.09
2025-09-15T15:47:20,23.164,23.274,36.000,28.09
2025-09-15T15:47:21,24.163,23.274,36.000,30.26
2025-09-15T15:47:22,25.162,23.263,36.000,32.42
2025-09-15T15:47:23,26.163,23.274,36.000,30.26
2025-09-15T15:47:24,27.162,23.285,36.000,28.09
2025-09-15T15:47:25,28.163,23.274,36.000,30.26
2025-09-15T15:47:26,29.163,23.285,36.000,28.09
2025-09-15T15:47:27,30.166,23.285,36.000,28.09
2025-09-15T15:47:28,31.164,23.296,36.000,25.93
2025-09-15T15:47:29,32.164,23.296,36.000,25.93
2025-09-15T15:47:30,33.166,23.296,36.000,25.93
