iso_time,t_rel_s,temp_c,setpoint_c,power_pct
2025-09-15T15:45:51,0.005,23.426,36.000,0.00
2025-09-15T15:45:52,1.006,23.426,36.000,0.00
2025-09-15T15:45:53,2.007,23.426,36.000,0.00
2025-09-15T15:45:54,3.007,23.426,36.000,0.00
2025-09-15T15:45:55,4.006,23.415,36.000,2.16
2025-09-15T15:45:56,5.012,23.415,36.000,2.16
2025-09-15T15:45:57,6.007,23.426,36.000,0.00
2025-09-15T15:45:58,7.006,23.426,36.000,0.00
2025-09-15T15:45:59,8.006,23.426,36.000,0.00
2025-09-15T15:46:00,9.006,23.426,36.000,0.00
2025-09-15T15:46:01,10.009,23.415,36.000,2.16
2025-09-15T15:46:02,11.013,23.415,36.000,2.16
2025-09-15T15:46:03,12.008,23.415,36.000,2.16
2025-09-15T15:46:04,13.010,23.426,36.000,0.00
2025-09-15T15:46:05,14.009,23.415,36.000,2.16
2025-09-15T15:46:06,15.009,23.404,36.000,4.32
2025-09-15T15:46:07,16.011,23.393,36.000,6.48
2025-09-15T15:46:08,17.007,23.404,36.000,4.32
2025-09-15T15:46:09,18.010,23.382,36.000,8.65
2025-09-15T15:46:10,19.013,23.393,36.000,6.48
2025-09-15T15:46:11,20.010,23.393,36.000,6.48
2025-09-15T15:46:12,21.006,23.382,36.000,8.65
2025-09-15T15:46:13,22.013,23.372,36.000,10.81
2025-09-15T15:46:14,23.009,23.372,36.000,10.81
2025-09-15T15:46:15,24.012,23.372,36.000,10.81
2025-09-15T15:46:16,25.013,23.372,36.000,10.81
2025-09-15T15:46:17,26.012,23.372,36.000,10.81
2025-09-15T15:46:18,27.013,23.372,36.000,10.81
2025-09-15T15:46:19,28.013,23.382,36.000,8.65
2025-09-15T15:46:20,29.013,23.393,36.000,6.48
2025-09-15T15:46:21,30.014,23.382,36.000,8.65
2025-09-15T15:46:22,31.013,23.382,36.000,8.65
2025-09-15T15:46:23,32.012,23.382,36.000,8.65
2025-09-15T15:46:24,33.014,23.382,36.000,8.65
2025-09-15T15:46:25,34.014,23.372,36.000,10.81
2025-09-15T15:46:26,35.020,23.372,36.000,10.81
