iso_time,t_rel_s,temp_c,setpoint_c,power_pct
2025-09-15T15:48:19,0.751,23.209,36.000,9.87
2025-09-15T15:48:20,1.746,23.209,36.000,11.15
2025-09-15T15:48:21,2.754,23.209,36.000,12.43
2025-09-15T15:48:22,3.748,23.209,36.000,13.71
2025-09-15T15:48:23,4.750,23.209,36.000,14.99
2025-09-15T15:48:24,5.747,23.209,36.000,16.27
2025-09-15T15:48:25,6.749,23.209,36.000,17.55
2025-09-15T15:48:26,7.746,23.209,36.000,18.82
2025-09-15T15:48:27,8.749,23.209,36.000,20.10
2025-09-15T15:48:28,9.749,23.209,36.000,21.38
2025-09-15T15:48:29,10.749,23.209,36.000,22.66
2025-09-15T15:48:30,11.758,23.209,36.000,23.94
2025-09-15T15:48:31,12.750,23.209,36.000,25.22
2025-09-15T15:48:32,13.757,23.209,36.000,26.50
2025-09-15T15:48:33,14.753,23.209,36.000,27.14
2025-09-15T15:48:34,15.752,23.209,36.000,29.06
2025-09-15T15:48:35,16.753,23.209,36.000,30.34
2025-09-15T15:48:36,17.756,23.199,36.000,33.78
2025-09-15T15:48:37,18.753,23.199,36.000,35.06
2025-09-15T15:48:38,19.755,23.188,36.000,38.50
2025-09-15T15:48:39,20.757,23.166,36.000,44.10
2025-09-15T15:48:40,21.754,23.156,36.000,47.54
2025-09-15T15:48:41,22.754,23.156,36.000,48.83
2025-09-15T15:48:42,23.759,23.156,36.000,50.11
2025-09-15T15:48:43,24.764,23.156,36.000,51.40
2025-09-15T15:48:44,25.755,23.156,36.000,52.68
2025-09-15T15:48:45,26.783,23.156,36.000,53.97
2025-09-15T15:48:46,27.757,23.156,36.000,55.25
2025-09-15T15:48:47,28.758,23.156,36.000,56.54
2025-09-15T15:48:48,29.759,23.156,36.000,57.82
2025-09-15T15:48:49,30.756,23.156,36.000,59.10
2025-09-15T15:48:50,31.766,23.156,36.000,60.39
2025-09-15T15:48:51,32.758,23.156,36.000,61.67
2025-09-15T15:48:52,33.758,23.156,36.000,62.96
2025-09-15T15:48:53,34.754,23.156,36.000,64.24
2025-09-15T15:48:54,35.760,23.156,36.000,65.53
2025-09-15T15:48:55,36.760,23.156,36.000,66.81
2025-09-15T15:48:56,37.757,23.156,36.000,68.10
2025-09-15T15:48:57,38.760,23.156,36.000,69.38
2025-09-15T15:48:58,39.765,23.156,36.000,70.67
2025-09-15T15:48:59,40.766,23.156,36.000,71.95
2025-09-15T15:49:00,41.762,23.156,36.000,73.24
2025-09-15T15:49:01,42.767,23.156,36.000,74.52
2025-09-15T15:49:02,43.768,23.156,36.000,75.16
2025-09-15T15:49:03,44.767,23.156,36.000,77.09
2025-09-15T15:49:04,45.767,23.145,36.000,80.54
2025-09-15T15:49:05,46.776,23.134,36.000,83.98
2025-09-15T15:49:06,47.768,23.134,36.000,85.27
2025-09-15T15:49:07,48.768,23.145,36.000,84.39
2025-09-15T15:49:08,49.768,23.145,36.000,85.68
2025-09-15T15:49:09,50.768,23.145,36.000,86.96
2025-09-15T15:49:10,51.768,23.145,36.000,88.25
2025-09-15T15:49:11,52.774,23.134,36.000,91.70
2025-09-15T15:49:12,53.769,23.123,36.000,95.14
2025-09-15T15:49:13,54.769,23.123,36.000,96.43
2025-09-15T15:49:14,55.769,23.123,36.000,97.72
2025-09-15T15:49:15,56.770,23.112,36.000,101.17
2025-09-15T15:49:16,57.773,23.112,36.000,101.81
2025-09-15T15:49:17,58.769,23.102,36.000,105.90
2025-09-15T15:49:18,59.773,23.102,36.000,107.19
2025-09-15T15:49:19,60.775,23.102,36.000,108.48
2025-09-15T15:49:20,61.775,23.102,36.000,109.77
2025-09-15T15:49:21,62.776,23.102,36.000,111.06
2025-09-15T15:49:22,63.774,23.102,36.000,112.35
2025-09-15T15:49:23,64.773,23.102,36.000,113.64
2025-09-15T15:49:24,65.786,23.102,36.000,114.93
2025-09-15T15:49:25,66.773,23.102,36.000,116.22
2025-09-15T15:49:26,67.772,23.102,36.000,117.51
2025-09-15T15:49:27,68.780,23.102,36.000,118.80
2025-09-15T15:49:28,69.772,23.102,36.000,120.09
2025-09-15T15:49:29,70.771,23.102,36.000,121.38
2025-09-15T15:49:30,71.772,23.102,36.000,122.67
2025-09-15T15:49:31,72.776,23.102,36.000,123.32
2025-09-15T15:49:32,73.779,23.102,36.000,125.25
2025-09-15T15:49:33,74.774,23.102,36.000,126.54
2025-09-15T15:49:34,75.774,23.102,36.000,127.83
2025-09-15T15:49:35,76.779,23.102,36.000,129.12
2025-09-15T15:49:36,77.776,23.102,36.000,130.41
2025-09-15T15:49:37,78.777,23.102,36.000,131.70
2025-09-15T15:49:38,79.777,23.102,36.000,132.99
2025-09-15T15:49:39,80.784,23.102,36.000,134.28
2025-09-15T15:49:40,81.782,23.102,36.000,135.57
2025-09-15T15:49:41,82.778,23.102,36.000,136.86
