iso_time,t_rel_s,temp_c,setpoint_c,power_pct
2025-09-16T11:55:46,0.621,32.375,25.000,6567.67
2025-09-16T11:55:47,1.321,32.375,25.000,6571.53
2025-09-16T11:55:48,2.326,32.387,25.000,6573.97
2025-09-16T11:55:49,3.310,32.398,25.000,6576.17
2025-09-16T11:55:50,4.330,32.422,25.000,6577.40
2025-09-16T11:55:51,5.339,32.445,25.000,6578.61
2025-09-16T11:55:53,7.290,32.445,25.000,6582.40
2025-09-16T11:55:53,7.451,32.457,25.000,6584.18
2025-09-16T11:55:54,8.327,32.481,25.000,6585.12
2025-09-16T11:55:55,9.311,32.481,25.000,6587.58
2025-09-16T11:55:56,10.320,32.481,25.000,6591.22
2025-09-16T11:55:57,11.343,32.492,25.000,6595.08
2025-09-16T11:55:58,12.319,32.528,25.000,6594.79
2025-09-16T11:55:59,13.346,32.622,25.000,6588.29
2025-09-16T11:56:00,14.339,32.811,25.000,6571.64
2025-09-16T11:56:01,15.318,32.929,25.000,6566.58
2025-09-16T11:56:02,16.313,32.977,25.000,6563.06
2025-09-16T11:56:03,17.327,33.000,25.000,6563.46
2025-09-16T11:56:04,18.336,33.024,25.000,6563.77
2025-09-16T11:56:05,19.535,33.036,25.000,6566.09
2025-09-16T11:56:06,20.488,33.036,25.000,6569.05
2025-09-16T11:56:07,21.348,33.036,25.000,6572.02
2025-09-16T11:56:08,22.332,33.060,25.000,6572.35
2025-09-16T11:56:09,23.323,33.083,25.000,6572.90
2025-09-16T11:56:10,24.332,33.095,25.000,6574.86
2025-09-16T11:56:11,25.349,33.095,25.000,6577.76
2025-09-16T11:56:12,26.331,33.095,25.000,6580.67
2025-09-16T11:56:13,27.420,33.095,25.000,6583.57
2025-09-16T11:56:14,28.365,33.119,25.000,6583.85
2025-09-16T11:56:15,29.368,33.143,25.000,6584.34
2025-09-16T11:56:16,30.372,33.155,25.000,6586.24
2025-09-16T11:56:17,31.324,33.155,25.000,6589.08
2025-09-16T11:56:18,32.335,33.155,25.000,6591.93
2025-09-16T11:56:19,33.327,33.143,25.000,6596.20
2025-09-16T11:56:20,34.457,33.083,25.000,6605.51
2025-09-16T11:56:21,35.381,32.965,25.000,6621.07
2025-09-16T11:56:22,36.331,32.835,25.000,6636.99
2025-09-16T11:56:23,37.353,32.764,25.000,6646.60
2025-09-16T11:56:24,38.321,32.775,25.000,6647.94
2025-09-16T11:56:25,39.331,32.799,25.000,6648.79
2025-09-16T11:56:26,40.327,32.799,25.000,6652.23
2025-09-16T11:56:27,41.776,32.811,25.000,6654.00
2025-09-16T11:56:28,42.353,32.835,25.000,6654.81
2025-09-16T11:56:29,43.352,32.846,25.000,6657.02
2025-09-16T11:56:30,44.392,32.835,25.000,6661.37
2025-09-16T11:56:31,45.340,32.835,25.000,6664.53
2025-09-16T11:56:32,46.359,32.858,25.000,6665.08
2025-09-16T11:56:33,47.330,32.858,25.000,6668.46
2025-09-16T11:56:34,48.377,32.858,25.000,6671.60
2025-09-16T11:56:35,49.328,32.870,25.000,6673.32
2025-09-16T11:56:36,50.368,32.882,25.000,6675.26
2025-09-16T11:56:37,51.343,32.906,25.000,6675.99
2025-09-16T11:56:38,52.339,32.917,25.000,6677.90
2025-09-16T11:56:39,53.337,32.917,25.000,6681.22
2025-09-16T11:56:40,54.364,32.917,25.000,6684.30
2025-09-16T11:56:41,55.360,32.929,25.000,6685.95
2025-09-16T11:56:42,56.327,32.953,25.000,6686.63
2025-09-16T11:56:43,57.351,32.977,25.000,6687.29
2025-09-16T11:56:44,58.332,32.977,25.000,6690.56
2025-09-16T11:56:45,59.399,32.977,25.000,6693.58
2025-09-16T11:56:46,60.329,32.988,25.000,6695.17
2025-09-16T11:56:47,61.367,32.988,25.000,6698.42
2025-09-16T11:56:48,62.332,33.000,25.000,6700.24
2025-09-16T11:56:50,64.112,32.988,25.000,6704.44
2025-09-16T11:56:50,64.331,33.000,25.000,6706.25
2025-09-16T11:56:51,65.331,33.024,25.000,6706.62
2025-09-16T11:56:52,66.332,33.048,25.000,6707.21
2025-09-16T11:56:53,67.331,33.060,25.000,6708.97
2025-09-16T11:56:54,68.346,33.071,25.000,6710.95
2025-09-16T11:56:55,69.385,33.071,25.000,6713.65
2025-09-16T11:56:56,70.338,33.071,25.000,6716.82
2025-09-16T11:56:57,71.346,33.095,25.000,6717.12
2025-09-16T11:56:58,72.355,33.095,25.000,6720.26
2025-09-16T11:56:59,73.378,33.095,25.000,6723.16
2025-09-16T11:57:00,74.345,33.095,25.000,6726.07
2025-09-16T11:57:01,75.340,33.095,25.000,6728.97
2025-09-16T11:57:02,76.361,33.119,25.000,6729.25
2025-09-16T11:57:03,77.434,33.143,25.000,6729.74
2025-09-16T11:57:04,78.333,33.155,25.000,6731.52
2025-09-16T11:57:05,79.340,33.155,25.000,6734.48
2025-09-16T11:57:06,80.348,33.155,25.000,6737.33
2025-09-16T11:57:07,81.386,33.166,25.000,6738.97
2025-09-16T11:57:08,82.337,33.214,25.000,6736.31
2025-09-16T11:57:09,83.449,33.369,25.000,6722.30
2025-09-16T11:57:10,84.351,33.572,25.000,6704.50
2025-09-16T11:57:11,85.334,33.691,25.000,6695.58
2025-09-16T11:57:12,86.366,33.691,25.000,6699.09
2025-09-16T11:57:13,87.361,33.703,25.000,6700.07
2025-09-16T11:57:14,88.336,33.715,25.000,6701.04
2025-09-16T11:57:15,89.344,33.727,25.000,6702.36
2025-09-16T11:57:16,90.341,33.751,25.000,6701.98
2025-09-16T11:57:17,91.341,33.751,25.000,6703.34
2025-09-16T11:57:18,92.337,33.751,25.000,6706.72
2025-09-16T11:57:19,93.350,33.763,25.000,6707.52
2025-09-16T11:57:20,94.357,33.763,25.000,6710.00
2025-09-16T11:57:21,95.344,33.775,25.000,6710.79
2025-09-16T11:57:22,96.337,33.787,25.000,6712.14
2025-09-16T11:57:23,97.353,33.811,25.000,6711.71
2025-09-16T11:57:24,98.357,33.811,25.000,6714.04
2025-09-16T11:57:25,99.341,33.811,25.000,6716.23
2025-09-16T11:57:26,100.364,33.787,25.000,6721.07
2025-09-16T11:57:27,101.339,33.703,25.000,6732.35
2025-09-16T11:57:28,102.348,33.548,25.000,6751.14
2025-09-16T11:57:29,103.345,33.440,25.000,6763.70
2025-09-16T11:57:30,104.346,33.416,25.000,6767.72
2025-09-16T11:57:31,105.356,33.440,25.000,6767.66
2025-09-16T11:57:32,106.341,33.452,25.000,6769.26
2025-09-16T11:57:33,107.380,33.452,25.000,6771.80
2025-09-16T11:57:34,108.346,33.452,25.000,6774.35
2025-09-16T11:57:35,109.344,33.452,25.000,6776.90
2025-09-16T11:57:36,110.353,33.464,25.000,6778.01
2025-09-16T11:57:37,111.344,33.476,25.000,6779.35
2025-09-16T11:57:38,112.348,33.500,25.000,6779.46
2025-09-16T11:57:39,113.354,33.512,25.000,6780.76
2025-09-16T11:57:40,114.393,33.524,25.000,6782.05
2025-09-16T11:57:41,115.349,33.548,25.000,6782.11
2025-09-16T11:57:42,116.362,33.560,25.000,6783.37
2025-09-16T11:57:43,117.345,33.560,25.000,6786.05
2025-09-16T11:57:44,118.409,33.560,25.000,6788.49
2025-09-16T11:57:45,119.391,33.560,25.000,6790.93
2025-09-16T11:57:46,120.359,33.560,25.000,6793.37
2025-09-16T11:57:47,121.368,33.571,25.000,6794.48
2025-09-16T11:57:48,122.397,33.583,25.000,6795.83
2025-09-16T11:57:49,123.361,33.595,25.000,6797.03
2025-09-16T11:57:50,124.361,33.607,25.000,6796.80
2025-09-16T11:57:51,125.352,33.619,25.000,6798.10
2025-09-16T11:57:52,126.349,33.631,25.000,6800.58
2025-09-16T11:57:53,127.349,33.631,25.000,6801.76
2025-09-16T11:57:54,128.365,33.631,25.000,6804.13
2025-09-16T11:57:55,129.366,33.631,25.000,6807.69
2025-09-16T11:57:56,130.575,33.643,25.000,6808.61
2025-09-16T11:57:57,131.363,33.655,25.000,6809.77
2025-09-16T11:57:58,132.362,33.679,25.000,6809.70
2025-09-16T11:57:59,133.370,33.691,25.000,6810.82
2025-09-16T11:58:00,134.388,33.691,25.000,6813.37
2025-09-16T11:58:01,135.354,33.691,25.000,6815.68
2025-09-16T11:58:02,136.396,33.703,25.000,6816.55
